# frequency (Hz), effective injected noise temperature at LNA (K)
6.707000000000000000e+09,1.835461426560127052e+01
6.708000000000000000e+09,1.824430859391770809e+01
6.709000000000000000e+09,1.800914785948410213e+01
6.710000000000000000e+09,1.785721124409042204e+01
6.711000000000000000e+09,1.775948553690568588e+01
6.712000000000000000e+09,1.792384825720189667e+01
6.713000000000000000e+09,1.794657414393996930e+01
6.714000000000000000e+09,1.793160066241728146e+01
6.715000000000000000e+09,1.789180846285439941e+01
6.716000000000000000e+09,1.797245228090112334e+01
6.717000000000000000e+09,1.774952016611544536e+01
6.718000000000000000e+09,1.772009281096661937e+01
6.719000000000000000e+09,1.765987105391414502e+01
6.720000000000000000e+09,1.782477156470527291e+01
6.721000000000000000e+09,1.796178357260126290e+01
6.722000000000000000e+09,1.814985241925955961e+01
6.723000000000000000e+09,1.818271218583262794e+01
6.724000000000000000e+09,1.816012743338426105e+01
6.725000000000000000e+09,1.814568269814310497e+01
6.726000000000000000e+09,1.817319388686705395e+01
6.727000000000000000e+09,1.815953832696391146e+01
6.728000000000000000e+09,1.791340615301187711e+01
6.729000000000000000e+09,1.818285062940390162e+01
6.730000000000000000e+09,1.829079941297811729e+01
6.731000000000000000e+09,1.836616737866404492e+01
6.732000000000000000e+09,1.837265975002770801e+01
6.733000000000000000e+09,1.826219251891349415e+01
6.734000000000000000e+09,1.841808017137395836e+01
6.735000000000000000e+09,1.849962858848097369e+01
6.736000000000000000e+09,1.840185525569364700e+01
6.737000000000000000e+09,1.840316648276720457e+01
6.738000000000000000e+09,1.848246509749505151e+01
6.739000000000000000e+09,1.852231532491633459e+01
6.740000000000000000e+09,1.866991315120885986e+01
6.741000000000000000e+09,1.869585111586265214e+01
6.742000000000000000e+09,1.869623751035250336e+01
6.743000000000000000e+09,1.886073743945620151e+01
6.744000000000000000e+09,1.893702631657679092e+01
6.745000000000000000e+09,1.887530194548729412e+01
6.746000000000000000e+09,1.872168718511821339e+01
6.747000000000000000e+09,1.890928075885055648e+01
6.748000000000000000e+09,1.911622356094606801e+01
6.749000000000000000e+09,1.892966083808086353e+01
6.750000000000000000e+09,1.888562692581199087e+01
6.751000000000000000e+09,1.907409181083552596e+01
6.752000000000000000e+09,1.904117314161368313e+01
6.753000000000000000e+09,1.921301652020841289e+01
6.754000000000000000e+09,1.919129742208892253e+01
6.755000000000000000e+09,1.936188678651222972e+01
6.756000000000000000e+09,1.930581731733526851e+01
6.757000000000000000e+09,1.938254968549408375e+01
6.758000000000000000e+09,1.947405157641929918e+01
6.759000000000000000e+09,1.928432497089696085e+01
6.760000000000000000e+09,1.915310431897250965e+01
6.761000000000000000e+09,1.930663895066119551e+01
6.762000000000000000e+09,1.948468166905939825e+01
6.763000000000000000e+09,1.977985654391713410e+01
6.764000000000000000e+09,1.969264716794299375e+01
6.765000000000000000e+09,1.964536347086212231e+01
6.766000000000000000e+09,1.964204246259063780e+01
6.767000000000000000e+09,1.958371709517872716e+01
6.768000000000000000e+09,1.986830221374393091e+01
6.769000000000000000e+09,1.990455788192618058e+01
6.770000000000000000e+09,1.984294519309263194e+01
6.771000000000000000e+09,1.989012879668554490e+01
6.772000000000000000e+09,1.986792789554357341e+01
6.773000000000000000e+09,1.987890485947744423e+01
6.774000000000000000e+09,1.979184873520077304e+01
6.775000000000000000e+09,1.982424154033294883e+01
6.776000000000000000e+09,1.992602629945443482e+01
6.777000000000000000e+09,1.995566857418829443e+01
6.778000000000000000e+09,2.007553427889963871e+01
6.779000000000000000e+09,2.011572564860973955e+01
6.780000000000000000e+09,2.020713168131308635e+01
6.781000000000000000e+09,2.017419288038408354e+01
6.782000000000000000e+09,2.012677978069079643e+01
6.783000000000000000e+09,2.019551716982910250e+01
6.784000000000000000e+09,2.021389330857093114e+01
6.785000000000000000e+09,2.029115755131988408e+01
6.786000000000000000e+09,2.034603332292094535e+01
6.787000000000000000e+09,2.027284536361364076e+01
6.788000000000000000e+09,2.046780982515934966e+01
6.789000000000000000e+09,2.054163078333945691e+01
6.790000000000000000e+09,2.066281633699847475e+01
6.791000000000000000e+09,2.076375209667075694e+01
6.792000000000000000e+09,2.092018560212754608e+01
6.793000000000000000e+09,2.090186029345474594e+01
6.794000000000000000e+09,2.096491047848070366e+01
6.795000000000000000e+09,2.120692606992062679e+01
6.796000000000000000e+09,2.111547792985186334e+01
6.797000000000000000e+09,2.118717194020887007e+01
6.798000000000000000e+09,2.126304089729659097e+01
6.799000000000000000e+09,2.133110842510217253e+01
6.800000000000000000e+09,2.163047719592820783e+01
6.801000000000000000e+09,2.161731030858466340e+01
6.802000000000000000e+09,2.169400940089984431e+01
6.803000000000000000e+09,2.188357374647137021e+01
6.804000000000000000e+09,2.188110822343605832e+01
6.805000000000000000e+09,2.191234476903193240e+01
6.806000000000000000e+09,2.210083130063814849e+01
6.807000000000000000e+09,2.226062435881038937e+01
6.808000000000000000e+09,2.230515662765371587e+01
6.809000000000000000e+09,2.246137318668758098e+01
6.810000000000000000e+09,2.247456917605197191e+01
6.811000000000000000e+09,2.267960583550677711e+01
6.812000000000000000e+09,2.260437166935794551e+01
6.813000000000000000e+09,2.270320684149787382e+01
6.814000000000000000e+09,2.275470001994131053e+01
6.815000000000000000e+09,2.271543050088664017e+01
6.816000000000000000e+09,2.273026511957955620e+01
6.817000000000000000e+09,2.284833781119836260e+01
6.818000000000000000e+09,2.317461135187311072e+01
6.819000000000000000e+09,2.323086020967618026e+01
6.820000000000000000e+09,2.310048386365872375e+01
6.821000000000000000e+09,2.307247025410295294e+01
6.822000000000000000e+09,2.314376642941634543e+01
6.823000000000000000e+09,2.329330502745978038e+01
6.824000000000000000e+09,2.328191764585299950e+01
6.825000000000000000e+09,2.324593159018655797e+01
6.826000000000000000e+09,2.339006985253222126e+01
6.827000000000000000e+09,2.352589458310382042e+01
6.828000000000000000e+09,2.368400238443065575e+01
6.829000000000000000e+09,2.360668115163215930e+01
6.830000000000000000e+09,2.363046742670248079e+01
6.831000000000000000e+09,2.365845214176118816e+01
6.832000000000000000e+09,2.374779628833272227e+01
6.833000000000000000e+09,2.378198678317914982e+01
6.834000000000000000e+09,2.388147056481795971e+01
6.835000000000000000e+09,2.393885105871638075e+01
6.836000000000000000e+09,2.402121045362804352e+01
6.837000000000000000e+09,2.395271044776104929e+01
6.838000000000000000e+09,2.387057782453432253e+01
6.839000000000000000e+09,2.391263543052887997e+01
6.840000000000000000e+09,2.392815087200642665e+01
6.841000000000000000e+09,2.397524304868700540e+01
6.842000000000000000e+09,2.391826372780954557e+01
6.843000000000000000e+09,2.379897672622955440e+01
6.844000000000000000e+09,2.395073076563893721e+01
6.845000000000000000e+09,2.394267614679058909e+01
6.846000000000000000e+09,2.384627051388139307e+01
6.847000000000000000e+09,2.387559212473315995e+01
6.848000000000000000e+09,2.401138374553232779e+01
6.849000000000000000e+09,2.407502586308561376e+01
6.850000000000000000e+09,2.397593303287945332e+01
6.851000000000000000e+09,2.385454875915749540e+01
6.852000000000000000e+09,2.385936426542279776e+01
6.853000000000000000e+09,2.406946282592100772e+01
6.854000000000000000e+09,2.381666329335398302e+01
6.855000000000000000e+09,2.368868742485051371e+01
6.856000000000000000e+09,2.368675625446900312e+01
6.857000000000000000e+09,2.359757364629224696e+01
6.858000000000000000e+09,2.350388820049965943e+01
6.859000000000000000e+09,2.336035944572131484e+01
6.860000000000000000e+09,2.334561740387191264e+01
6.861000000000000000e+09,2.332439523446942076e+01
6.862000000000000000e+09,2.334136017288248865e+01
6.863000000000000000e+09,2.333968243226954087e+01
6.864000000000000000e+09,2.320018511671925410e+01
6.865000000000000000e+09,2.309487105354976677e+01
6.866000000000000000e+09,2.304256114540159217e+01
6.867000000000000000e+09,2.294155767942935142e+01
6.868000000000000000e+09,2.284565488022892055e+01
6.869000000000000000e+09,2.287871212002188770e+01
6.870000000000000000e+09,2.292146298919078617e+01
6.871000000000000000e+09,2.284846626562811878e+01
6.872000000000000000e+09,2.277842389123041755e+01
6.873000000000000000e+09,2.282669329936287284e+01
6.874000000000000000e+09,2.280194371580888912e+01
6.875000000000000000e+09,2.274408501074459821e+01
6.876000000000000000e+09,2.280880758338597047e+01
6.877000000000000000e+09,2.291084106018925581e+01
6.878000000000000000e+09,2.290415602855860300e+01
6.879000000000000000e+09,2.289869621938962041e+01
6.880000000000000000e+09,2.294731993697449468e+01
6.881000000000000000e+09,2.295041513434540548e+01
6.882000000000000000e+09,2.292220725928697789e+01
6.883000000000000000e+09,2.302610669269408561e+01
6.884000000000000000e+09,2.320373246185955907e+01
6.885000000000000000e+09,2.324875472593484460e+01
6.886000000000000000e+09,2.325014411143919801e+01
6.887000000000000000e+09,2.323896165385374957e+01
6.888000000000000000e+09,2.337492234291148918e+01
6.889000000000000000e+09,2.354796048011019138e+01
6.890000000000000000e+09,2.347511685140176496e+01
6.891000000000000000e+09,2.327182919943965089e+01
6.892000000000000000e+09,2.328027690391122917e+01
6.893000000000000000e+09,2.339959480106263356e+01
6.894000000000000000e+09,2.358970074318580146e+01
6.895000000000000000e+09,2.369100850165243344e+01
6.896000000000000000e+09,2.317208968743840103e+01
6.897000000000000000e+09,2.327115348587440735e+01
6.898000000000000000e+09,2.331483641275967500e+01
6.899000000000000000e+09,2.340724190898953339e+01
6.900000000000000000e+09,2.332962904639384760e+01
6.901000000000000000e+09,2.324874142087180928e+01
6.902000000000000000e+09,2.325856407109341717e+01
6.903000000000000000e+09,2.337511411380704374e+01
6.904000000000000000e+09,2.340163279129595253e+01
6.905000000000000000e+09,2.344550891208214694e+01
6.906000000000000000e+09,2.347320718689034891e+01
6.907000000000000000e+09,2.328053443754104990e+01
6.908000000000000000e+09,2.329999551633773081e+01
6.909000000000000000e+09,2.326227372088776235e+01
6.910000000000000000e+09,2.322710617869604732e+01
6.911000000000000000e+09,2.338254580299394547e+01
6.912000000000000000e+09,2.315403200712447074e+01
6.913000000000000000e+09,2.320933828242445429e+01
6.914000000000000000e+09,2.322305946318508063e+01
6.915000000000000000e+09,2.312590526940357449e+01
6.916000000000000000e+09,2.326552427680337587e+01
6.917000000000000000e+09,2.334505632893484517e+01
6.918000000000000000e+09,2.306542758129160120e+01
6.919000000000000000e+09,2.302984797231171399e+01
6.920000000000000000e+09,2.279790277141385957e+01
6.921000000000000000e+09,2.288716409763293314e+01
6.922000000000000000e+09,2.306796923246398023e+01
6.923000000000000000e+09,2.296059252159750486e+01
6.924000000000000000e+09,2.293787416739435514e+01
6.925000000000000000e+09,2.285066629924834558e+01
6.926000000000000000e+09,2.295201686339402158e+01
6.927000000000000000e+09,2.290562034468814545e+01
6.928000000000000000e+09,2.278688640598163317e+01
6.929000000000000000e+09,2.269085411449859180e+01
6.930000000000000000e+09,2.254088060944687300e+01
6.931000000000000000e+09,2.270586106314958386e+01
6.932000000000000000e+09,2.257069915296999341e+01
6.933000000000000000e+09,2.243232057384122413e+01
6.934000000000000000e+09,2.244055401682192041e+01
6.935000000000000000e+09,2.213414832780654251e+01
6.936000000000000000e+09,2.213764129440816930e+01
6.937000000000000000e+09,2.213367064234475379e+01
6.938000000000000000e+09,2.211086109560748980e+01
6.939000000000000000e+09,2.194940908694103143e+01
6.940000000000000000e+09,2.189440553795745359e+01
6.941000000000000000e+09,2.197941122344437304e+01
6.942000000000000000e+09,2.191578526852725872e+01
6.943000000000000000e+09,2.172872699845129318e+01
6.944000000000000000e+09,2.166397520882712513e+01
6.945000000000000000e+09,2.158390632977875612e+01
6.946000000000000000e+09,2.160774628547952148e+01
6.947000000000000000e+09,2.155380961030947162e+01
6.948000000000000000e+09,2.157358587583310339e+01
6.949000000000000000e+09,2.160596021471587846e+01
6.950000000000000000e+09,2.146359219163295506e+01
