# frequency (Hz), effective injected noise temperature at LNA (K)
6.645000000000000000e+09,1.856524501114070347e+01
6.646000000000000000e+09,1.881887288749899767e+01
6.647000000000000000e+09,1.885821717922354424e+01
6.648000000000000000e+09,1.887087839242286691e+01
6.649000000000000000e+09,1.896856317083874899e+01
6.650000000000000000e+09,1.903497899027792073e+01
6.651000000000000000e+09,1.909906155831873775e+01
6.652000000000000000e+09,1.926252407069851813e+01
6.653000000000000000e+09,1.921323786627846175e+01
6.654000000000000000e+09,1.928202574987989237e+01
6.655000000000000000e+09,1.929012221033464414e+01
6.656000000000000000e+09,1.936907948488145337e+01
6.657000000000000000e+09,1.950484535471670711e+01
6.658000000000000000e+09,1.954147233453696231e+01
6.659000000000000000e+09,1.943105316063380883e+01
6.660000000000000000e+09,1.934064100641967343e+01
6.661000000000000000e+09,1.953819719627641405e+01
6.662000000000000000e+09,1.978348143706411122e+01
6.663000000000000000e+09,1.960573498627992706e+01
6.664000000000000000e+09,1.969855868997603920e+01
6.665000000000000000e+09,1.958121246777888302e+01
6.666000000000000000e+09,1.970194842061511054e+01
6.667000000000000000e+09,1.986402962077249867e+01
6.668000000000000000e+09,1.992141014611507899e+01
6.669000000000000000e+09,1.984850422108206658e+01
6.670000000000000000e+09,1.978827628457767673e+01
6.671000000000000000e+09,1.984715696373145022e+01
6.672000000000000000e+09,1.974690904670278258e+01
6.673000000000000000e+09,1.974692576061916327e+01
6.674000000000000000e+09,1.971572373920615462e+01
6.675000000000000000e+09,1.971217496763802046e+01
6.676000000000000000e+09,1.977532352863715914e+01
6.677000000000000000e+09,1.983588048333470510e+01
6.678000000000000000e+09,1.968630417687182899e+01
6.679000000000000000e+09,1.960834518993796394e+01
6.680000000000000000e+09,1.964418745780868392e+01
6.681000000000000000e+09,1.969852462791075709e+01
6.682000000000000000e+09,1.947451489793692758e+01
6.683000000000000000e+09,1.937530096546777258e+01
6.684000000000000000e+09,1.936354549986005225e+01
6.685000000000000000e+09,1.932138813868385796e+01
6.686000000000000000e+09,1.932342111267848850e+01
6.687000000000000000e+09,1.910715046176673582e+01
6.688000000000000000e+09,1.891271732671964401e+01
6.689000000000000000e+09,1.896642823589246518e+01
6.690000000000000000e+09,1.885545277301869760e+01
6.691000000000000000e+09,1.880360265704858591e+01
6.692000000000000000e+09,1.856793283440677556e+01
6.693000000000000000e+09,1.850738997741308367e+01
6.694000000000000000e+09,1.841805978993147619e+01
6.695000000000000000e+09,1.859198541932585158e+01
6.696000000000000000e+09,1.858534386069081279e+01
6.697000000000000000e+09,1.848088734034583069e+01
6.698000000000000000e+09,1.848107903360555326e+01
6.699000000000000000e+09,1.836701926251380712e+01
6.700000000000000000e+09,1.818169923776116548e+01
6.701000000000000000e+09,1.799520461213883493e+01
6.702000000000000000e+09,1.806188954114509215e+01
6.703000000000000000e+09,1.809573879020544496e+01
6.704000000000000000e+09,1.825144830947100161e+01
6.705000000000000000e+09,1.840975424988441489e+01
6.706000000000000000e+09,1.845551063592003516e+01
6.707000000000000000e+09,1.809772846346035635e+01
6.708000000000000000e+09,1.799976907518652069e+01
6.709000000000000000e+09,1.795908323641167215e+01
6.710000000000000000e+09,1.783739830168346430e+01
6.711000000000000000e+09,1.775783825383231829e+01
6.712000000000000000e+09,1.773729260136771302e+01
6.713000000000000000e+09,1.782792330428296168e+01
6.714000000000000000e+09,1.800392740500623745e+01
6.715000000000000000e+09,1.810701996100888778e+01
6.716000000000000000e+09,1.823260903004261024e+01
6.717000000000000000e+09,1.813325223877788517e+01
6.718000000000000000e+09,1.809267376671269290e+01
6.719000000000000000e+09,1.814559538271383587e+01
6.720000000000000000e+09,1.818979776732243181e+01
6.721000000000000000e+09,1.811879674929846828e+01
6.722000000000000000e+09,1.821006119293321035e+01
6.723000000000000000e+09,1.847370695276521246e+01
6.724000000000000000e+09,1.856283505426407032e+01
6.725000000000000000e+09,1.870293550761718393e+01
6.726000000000000000e+09,1.882875948716609571e+01
6.727000000000000000e+09,1.905639655140271316e+01
6.728000000000000000e+09,1.893692466981728728e+01
6.729000000000000000e+09,1.909286557147758856e+01
6.730000000000000000e+09,1.921140924224350499e+01
6.731000000000000000e+09,1.929899301901129149e+01
6.732000000000000000e+09,1.940479857310390344e+01
6.733000000000000000e+09,1.955056273394481536e+01
6.734000000000000000e+09,1.957392193957605286e+01
6.735000000000000000e+09,1.957287443600320387e+01
6.736000000000000000e+09,1.971966202438406413e+01
6.737000000000000000e+09,1.974212131337218068e+01
6.738000000000000000e+09,1.969168060804945242e+01
6.739000000000000000e+09,1.977051647808472978e+01
6.740000000000000000e+09,1.976230579280564825e+01
6.741000000000000000e+09,1.983045493305624518e+01
6.742000000000000000e+09,1.975251268489850531e+01
6.743000000000000000e+09,1.987571510122589302e+01
6.744000000000000000e+09,1.986606197837345178e+01
6.745000000000000000e+09,1.991910249350566176e+01
6.746000000000000000e+09,1.987940979442706180e+01
6.747000000000000000e+09,1.971395490613446100e+01
6.748000000000000000e+09,1.967209945391461190e+01
6.749000000000000000e+09,1.980394781599272847e+01
6.750000000000000000e+09,1.996109680404434528e+01
6.751000000000000000e+09,1.985981158814257697e+01
6.752000000000000000e+09,1.984179756714569010e+01
6.753000000000000000e+09,1.991415638701421642e+01
6.754000000000000000e+09,1.972290539427615386e+01
6.755000000000000000e+09,1.957230053971929351e+01
6.756000000000000000e+09,1.956869201957873372e+01
6.757000000000000000e+09,1.958805411634936888e+01
6.758000000000000000e+09,1.959150768329821801e+01
6.759000000000000000e+09,1.950810043221821388e+01
6.760000000000000000e+09,1.935363703843472649e+01
6.761000000000000000e+09,1.939405133195678843e+01
6.762000000000000000e+09,1.928276917717190031e+01
6.763000000000000000e+09,1.927141125063825200e+01
6.764000000000000000e+09,1.921079443754291560e+01
6.765000000000000000e+09,1.915111930624036063e+01
6.766000000000000000e+09,1.922885409533843415e+01
6.767000000000000000e+09,1.919940526936470349e+01
6.768000000000000000e+09,1.894380461691604012e+01
6.769000000000000000e+09,1.903079798212570495e+01
6.770000000000000000e+09,1.917923209999284495e+01
6.771000000000000000e+09,1.906975185935642969e+01
6.772000000000000000e+09,1.924564882742495797e+01
6.773000000000000000e+09,1.915316636684879370e+01
6.774000000000000000e+09,1.934405229803822124e+01
6.775000000000000000e+09,1.937990057195754900e+01
6.776000000000000000e+09,1.962331224588710654e+01
6.777000000000000000e+09,1.974468693421169974e+01
6.778000000000000000e+09,1.968302971252961697e+01
6.779000000000000000e+09,1.975331690309880628e+01
6.780000000000000000e+09,1.977714739064620630e+01
6.781000000000000000e+09,1.999234813759078122e+01
6.782000000000000000e+09,2.008900519761408532e+01
6.783000000000000000e+09,2.012307044287364022e+01
6.784000000000000000e+09,2.029063480797054808e+01
6.785000000000000000e+09,2.039409343253285556e+01
6.786000000000000000e+09,2.067086732388926862e+01
6.787000000000000000e+09,2.079426669754671764e+01
6.788000000000000000e+09,2.093449753517349166e+01
6.789000000000000000e+09,2.123205116867322317e+01
6.790000000000000000e+09,2.138113285151951004e+01
6.791000000000000000e+09,2.181131824469582625e+01
6.792000000000000000e+09,2.188992014419038412e+01
6.793000000000000000e+09,2.202304492079913700e+01
6.794000000000000000e+09,2.219048457622380965e+01
6.795000000000000000e+09,2.219888870097439337e+01
6.796000000000000000e+09,2.239199713512681456e+01
6.797000000000000000e+09,2.255221049029610469e+01
6.798000000000000000e+09,2.266147580487958635e+01
6.799000000000000000e+09,2.296118943762196807e+01
6.800000000000000000e+09,2.312631742060501949e+01
6.801000000000000000e+09,2.325476357465947785e+01
6.802000000000000000e+09,2.320025901074357932e+01
6.803000000000000000e+09,2.339970584357108407e+01
6.804000000000000000e+09,2.355232628295826203e+01
6.805000000000000000e+09,2.366425100098238943e+01
6.806000000000000000e+09,2.393644070977640581e+01
6.807000000000000000e+09,2.388931631203485040e+01
6.808000000000000000e+09,2.390649546457129304e+01
6.809000000000000000e+09,2.393640191146771201e+01
6.810000000000000000e+09,2.403546178536110745e+01
6.811000000000000000e+09,2.407764821401721633e+01
6.812000000000000000e+09,2.415365135714461076e+01
6.813000000000000000e+09,2.404212038410182117e+01
6.814000000000000000e+09,2.420288022541114969e+01
6.815000000000000000e+09,2.432193254669869020e+01
6.816000000000000000e+09,2.400710096049266440e+01
6.817000000000000000e+09,2.396035340526633206e+01
6.818000000000000000e+09,2.398856323412788072e+01
6.819000000000000000e+09,2.407925088048037310e+01
6.820000000000000000e+09,2.398685798295959160e+01
6.821000000000000000e+09,2.399591436347942874e+01
6.822000000000000000e+09,2.391162558645334002e+01
6.823000000000000000e+09,2.392267720875783255e+01
6.824000000000000000e+09,2.396180202707870421e+01
6.825000000000000000e+09,2.375226757534623800e+01
6.826000000000000000e+09,2.365110270232358403e+01
6.827000000000000000e+09,2.365205837779748776e+01
6.828000000000000000e+09,2.360137069716368785e+01
6.829000000000000000e+09,2.350223364978475615e+01
6.830000000000000000e+09,2.335655328709049172e+01
6.831000000000000000e+09,2.306737395320898543e+01
6.832000000000000000e+09,2.298580386617832971e+01
6.833000000000000000e+09,2.297338649215380713e+01
6.834000000000000000e+09,2.298221751809207092e+01
6.835000000000000000e+09,2.275691554541421624e+01
6.836000000000000000e+09,2.265312779318384173e+01
6.837000000000000000e+09,2.269603616884923269e+01
6.838000000000000000e+09,2.270918317525087105e+01
6.839000000000000000e+09,2.262231418341058031e+01
6.840000000000000000e+09,2.250062240420584203e+01
6.841000000000000000e+09,2.233140483138728882e+01
6.842000000000000000e+09,2.229256225397760716e+01
6.843000000000000000e+09,2.227474659059606665e+01
6.844000000000000000e+09,2.218771497240051360e+01
6.845000000000000000e+09,2.227455562378526110e+01
6.846000000000000000e+09,2.250038846495046130e+01
6.847000000000000000e+09,2.245707175567584102e+01
6.848000000000000000e+09,2.239193814163560603e+01
6.849000000000000000e+09,2.228356466631626631e+01
6.850000000000000000e+09,2.234916637099715331e+01
6.851000000000000000e+09,2.249665694770489210e+01
6.852000000000000000e+09,2.257447884119076775e+01
6.853000000000000000e+09,2.263989754710812008e+01
6.854000000000000000e+09,2.276141997853002863e+01
6.855000000000000000e+09,2.288244162822186922e+01
6.856000000000000000e+09,2.309805128394035023e+01
6.857000000000000000e+09,2.322681888782931026e+01
6.858000000000000000e+09,2.343023348310694587e+01
6.859000000000000000e+09,2.352366136902062976e+01
6.860000000000000000e+09,2.357836241599268590e+01
6.861000000000000000e+09,2.365837257424180962e+01
6.862000000000000000e+09,2.391185002536225568e+01
6.863000000000000000e+09,2.411815370284499238e+01
6.864000000000000000e+09,2.412886174339324441e+01
6.865000000000000000e+09,2.419914012636095890e+01
6.866000000000000000e+09,2.426019215361866088e+01
6.867000000000000000e+09,2.450920852254388649e+01
6.868000000000000000e+09,2.467782672331931337e+01
6.869000000000000000e+09,2.477964270906072386e+01
6.870000000000000000e+09,2.486886001002035584e+01
6.871000000000000000e+09,2.512164907961266636e+01
6.872000000000000000e+09,2.514282098024263234e+01
6.873000000000000000e+09,2.529692665308897404e+01
6.874000000000000000e+09,2.529676543411639500e+01
6.875000000000000000e+09,2.562453108994154150e+01
6.876000000000000000e+09,2.581868530234555692e+01
6.877000000000000000e+09,2.597589514765475371e+01
6.878000000000000000e+09,2.592471324591618043e+01
6.879000000000000000e+09,2.571896923372652566e+01
6.880000000000000000e+09,2.580251754934350572e+01
6.881000000000000000e+09,2.596104017694707977e+01
6.882000000000000000e+09,2.594863169260355562e+01
6.883000000000000000e+09,2.587051949935957396e+01
6.884000000000000000e+09,2.601361865916261706e+01
6.885000000000000000e+09,2.616369484524281575e+01
6.886000000000000000e+09,2.612679097789731486e+01
6.887000000000000000e+09,2.623766848135483087e+01
6.888000000000000000e+09,2.610260036003984396e+01
6.889000000000000000e+09,2.608970100499615796e+01
6.890000000000000000e+09,2.618542501198471939e+01
6.891000000000000000e+09,2.604522629072248208e+01
6.892000000000000000e+09,2.600393149953458760e+01
6.893000000000000000e+09,2.586922033551552147e+01
6.894000000000000000e+09,2.589082200692762115e+01
6.895000000000000000e+09,2.565747380161207047e+01
6.896000000000000000e+09,2.581535082714141538e+01
6.897000000000000000e+09,2.575547866960616261e+01
6.898000000000000000e+09,2.582009734389198741e+01
6.899000000000000000e+09,2.564573833347806442e+01
6.900000000000000000e+09,2.539222601045952388e+01
6.901000000000000000e+09,2.521971816783722886e+01
6.902000000000000000e+09,2.526528179718441436e+01
6.903000000000000000e+09,2.502486112821490849e+01
6.904000000000000000e+09,2.480290095745847623e+01
6.905000000000000000e+09,2.449370861594087501e+01
6.906000000000000000e+09,2.433852299541456432e+01
6.907000000000000000e+09,2.440770893787816931e+01
6.908000000000000000e+09,2.437432918633828649e+01
6.909000000000000000e+09,2.411872941095795397e+01
6.910000000000000000e+09,2.379275767582902290e+01
6.911000000000000000e+09,2.356803546429387097e+01
6.912000000000000000e+09,2.346820356250900375e+01
6.913000000000000000e+09,2.323848543637997466e+01
6.914000000000000000e+09,2.320045255942387996e+01
6.915000000000000000e+09,2.321737172401437022e+01
6.916000000000000000e+09,2.307473448076349598e+01
6.917000000000000000e+09,2.279903243661314605e+01
6.918000000000000000e+09,2.261870290574653097e+01
6.919000000000000000e+09,2.257767330521352278e+01
6.920000000000000000e+09,2.254066939262884262e+01
6.921000000000000000e+09,2.247173477253872420e+01
6.922000000000000000e+09,2.214866064622438557e+01
6.923000000000000000e+09,2.201892272801099182e+01
6.924000000000000000e+09,2.203017699503824645e+01
6.925000000000000000e+09,2.198538238057763294e+01
6.926000000000000000e+09,2.189241133660864591e+01
6.927000000000000000e+09,2.180046427748504811e+01
6.928000000000000000e+09,2.179215740024001491e+01
6.929000000000000000e+09,2.176386676199786052e+01
6.930000000000000000e+09,2.191477452083226751e+01
6.931000000000000000e+09,2.188561093396585022e+01
6.932000000000000000e+09,2.196767129401369800e+01
6.933000000000000000e+09,2.195112597362988538e+01
6.934000000000000000e+09,2.202593089890048361e+01
6.935000000000000000e+09,2.194131273886719669e+01
6.936000000000000000e+09,2.211755957000205797e+01
6.937000000000000000e+09,2.228601341381589407e+01
6.938000000000000000e+09,2.213028251195024154e+01
6.939000000000000000e+09,2.217996091818660886e+01
6.940000000000000000e+09,2.209293143977930640e+01
6.941000000000000000e+09,2.225207415357809282e+01
6.942000000000000000e+09,2.243278613060556381e+01
6.943000000000000000e+09,2.249993867043652074e+01
6.944000000000000000e+09,2.265428754245576215e+01
6.945000000000000000e+09,2.273560384225885400e+01
6.946000000000000000e+09,2.276611345755722482e+01
6.947000000000000000e+09,2.299994246055670999e+01
6.948000000000000000e+09,2.300499672702146370e+01
6.949000000000000000e+09,2.297369686629448893e+01
6.950000000000000000e+09,2.328630220539250217e+01
