# frequency (Hz), effective injected noise temperature at LNA (K)
4.960000000000000000e+09,4.644237140863523905e+00
4.959000000000000000e+09,4.720632834553001089e+00
4.958000000000000000e+09,4.698690388510939897e+00
4.957000000000000000e+09,4.631517056499291130e+00
4.956000000000000000e+09,4.553353281876240999e+00
4.955000000000000000e+09,4.362362484140135166e+00
4.954000000000000000e+09,4.461707396505744327e+00
4.953000000000000000e+09,4.435246699748418564e+00
4.952000000000000000e+09,4.558182920726736143e+00
4.951000000000000000e+09,4.489328625010301721e+00
4.950000000000000000e+09,4.471509320233835183e+00
4.949000000000000000e+09,4.480839377809715529e+00
4.948000000000000000e+09,4.480237859113429977e+00
4.947000000000000000e+09,4.544958772416919146e+00
4.946000000000000000e+09,4.590671322849573244e+00
4.945000000000000000e+09,4.592329304826009206e+00
4.944000000000000000e+09,4.617045156505213299e+00
4.943000000000000000e+09,4.586419579282875247e+00
4.942000000000000000e+09,4.503192739675967005e+00
4.941000000000000000e+09,4.311754411514314711e+00
4.940000000000000000e+09,4.425183869199813103e+00
4.939000000000000000e+09,4.499485055174574200e+00
4.938000000000000000e+09,4.631594393063096504e+00
4.937000000000000000e+09,4.573506824539919080e+00
4.936000000000000000e+09,4.380971237407820240e+00
4.935000000000000000e+09,4.391869685794205225e+00
4.934000000000000000e+09,4.439781578967455289e+00
4.933000000000000000e+09,4.419295272021869891e+00
4.932000000000000000e+09,4.271588489965125746e+00
4.931000000000000000e+09,4.448446744828657984e+00
4.930000000000000000e+09,4.663765173233784367e+00
4.929000000000000000e+09,4.588868529333922197e+00
4.928000000000000000e+09,4.425508254550962306e+00
4.927000000000000000e+09,4.317245053920515829e+00
4.926000000000000000e+09,4.435042236192202836e+00
4.925000000000000000e+09,4.516283663395029180e+00
4.924000000000000000e+09,4.534996060981953292e+00
4.923000000000000000e+09,4.419879929254818762e+00
4.922000000000000000e+09,4.387963432707294942e+00
4.921000000000000000e+09,4.501749497267141464e+00
4.920000000000000000e+09,4.671614509944006954e+00
4.919000000000000000e+09,4.441128364782031213e+00
4.918000000000000000e+09,4.447472001870835356e+00
4.917000000000000000e+09,4.414672556600578446e+00
