# frequency (Hz), effective injected noise temperature at LNA (K)
6.672000000000000000e+09,5.461898971177575390e+00
6.673000000000000000e+09,5.449332645353052840e+00
6.674000000000000000e+09,5.515440650126535616e+00
6.675000000000000000e+09,5.527004826088727896e+00
6.676000000000000000e+09,5.386084020763618696e+00
6.677000000000000000e+09,5.473337536261908554e+00
6.678000000000000000e+09,5.381978935568668021e+00
6.679000000000000000e+09,5.168151777533878999e+00
6.680000000000000000e+09,5.121216665816788804e+00
6.681000000000000000e+09,5.264038283711570898e+00
6.682000000000000000e+09,5.228974457167751666e+00
6.683000000000000000e+09,5.139727117789377075e+00
6.684000000000000000e+09,5.090494228420666900e+00
6.685000000000000000e+09,4.893651871178875012e+00
6.686000000000000000e+09,4.784912563790001627e+00
6.687000000000000000e+09,4.632233221463110340e+00
6.688000000000000000e+09,4.380510104483548162e+00
6.689000000000000000e+09,4.441349146465086051e+00
6.690000000000000000e+09,4.531705424773619484e+00
6.691000000000000000e+09,4.474539661957550152e+00
6.692000000000000000e+09,4.270072592841543724e+00
6.693000000000000000e+09,4.151339829495682920e+00
6.694000000000000000e+09,4.117510973725771350e+00
6.695000000000000000e+09,4.206609828782021054e+00
6.696000000000000000e+09,4.242760634139415288e+00
6.697000000000000000e+09,4.077396848486216641e+00
6.698000000000000000e+09,3.989854360700235247e+00
6.699000000000000000e+09,3.862298750153655646e+00
6.700000000000000000e+09,3.883960116544429297e+00
6.701000000000000000e+09,3.836080471632598687e+00
6.702000000000000000e+09,3.782588663505322302e+00
6.703000000000000000e+09,3.785001969883694528e+00
6.704000000000000000e+09,3.874270205999707173e+00
6.705000000000000000e+09,3.935377892676385159e+00
6.706000000000000000e+09,3.943456063654309673e+00
6.707000000000000000e+09,3.765957596247105243e+00
6.708000000000000000e+09,3.804111993409037495e+00
6.709000000000000000e+09,3.731593548242813085e+00
6.710000000000000000e+09,3.729252584100819945e+00
6.711000000000000000e+09,3.847120312963639321e+00
6.712000000000000000e+09,3.804365040831314104e+00
6.713000000000000000e+09,3.931464862783414560e+00
6.714000000000000000e+09,4.161509221017709592e+00
6.715000000000000000e+09,4.099757013228014557e+00
6.716000000000000000e+09,4.299491612539455332e+00
6.717000000000000000e+09,4.294209474311088570e+00
6.718000000000000000e+09,4.380313400896781673e+00
6.719000000000000000e+09,4.481774941208684027e+00
6.720000000000000000e+09,4.452561816795750360e+00
6.721000000000000000e+09,4.374353762701076676e+00
6.722000000000000000e+09,4.493637984406277042e+00
6.723000000000000000e+09,4.698841789857581830e+00
6.724000000000000000e+09,4.770314100508301181e+00
6.725000000000000000e+09,4.839496613317749052e+00
6.726000000000000000e+09,5.018264350187010336e+00
6.727000000000000000e+09,5.149216965053085460e+00
6.728000000000000000e+09,5.128943315366157663e+00
6.729000000000000000e+09,5.193722587842671601e+00
6.730000000000000000e+09,5.282225696312153218e+00
6.731000000000000000e+09,5.344255581968468505e+00
6.732000000000000000e+09,5.474666146547249923e+00
6.733000000000000000e+09,5.371265842983731886e+00
6.734000000000000000e+09,5.318714602207961661e+00
6.735000000000000000e+09,5.360367268446637468e+00
6.736000000000000000e+09,5.405388518277931098e+00
6.737000000000000000e+09,5.445067885023760823e+00
6.738000000000000000e+09,5.448018423505217811e+00
6.739000000000000000e+09,5.393679441294779053e+00
6.740000000000000000e+09,5.522264250444195000e+00
6.741000000000000000e+09,5.528355769934648833e+00
6.742000000000000000e+09,5.557653757125692096e+00
6.743000000000000000e+09,5.455869059534876442e+00
6.744000000000000000e+09,5.376274533483197615e+00
6.745000000000000000e+09,5.267620606562161356e+00
6.746000000000000000e+09,5.324286261853416136e+00
6.747000000000000000e+09,5.273801546343179325e+00
6.748000000000000000e+09,5.108154543728161912e+00
6.749000000000000000e+09,5.272241426967099187e+00
6.750000000000000000e+09,5.216628630252557741e+00
6.751000000000000000e+09,5.080221823765469935e+00
6.752000000000000000e+09,4.988639557645200284e+00
6.753000000000000000e+09,4.969297898289298132e+00
6.754000000000000000e+09,4.880698586615650925e+00
6.755000000000000000e+09,4.553642359591080435e+00
6.756000000000000000e+09,4.473505380147884125e+00
6.757000000000000000e+09,4.484458925725689937e+00
6.758000000000000000e+09,4.418050014676921933e+00
6.759000000000000000e+09,4.327554311936239628e+00
6.760000000000000000e+09,4.221902450965956177e+00
6.761000000000000000e+09,4.278671356497596889e+00
6.762000000000000000e+09,4.171662419256790599e+00
6.763000000000000000e+09,4.101329916003678022e+00
6.764000000000000000e+09,3.916714264592201289e+00
6.765000000000000000e+09,3.988661296807478607e+00
6.766000000000000000e+09,3.893690110548035932e+00
6.767000000000000000e+09,3.884432373597391575e+00
6.768000000000000000e+09,3.645841347246147279e+00
6.769000000000000000e+09,3.626824267378921718e+00
6.770000000000000000e+09,3.886062362630653411e+00
6.771000000000000000e+09,3.791029368457344617e+00
6.772000000000000000e+09,3.961279156135219637e+00
6.773000000000000000e+09,4.007711535355980459e+00
6.774000000000000000e+09,4.062917208083220544e+00
6.775000000000000000e+09,4.077059367765102138e+00
6.776000000000000000e+09,4.146724923327283818e+00
6.777000000000000000e+09,4.062544029306323523e+00
6.778000000000000000e+09,4.019895842981469514e+00
6.779000000000000000e+09,4.170005490996089748e+00
6.780000000000000000e+09,4.264751891474503509e+00
6.781000000000000000e+09,4.331822476114169262e+00
6.782000000000000000e+09,4.535251988682432511e+00
6.783000000000000000e+09,4.582783666608619910e+00
6.784000000000000000e+09,4.731409394308471406e+00
6.785000000000000000e+09,4.753408092402111151e+00
6.786000000000000000e+09,4.856398569139969368e+00
6.787000000000000000e+09,5.074116488988323681e+00
6.788000000000000000e+09,5.035219543404707565e+00
6.789000000000000000e+09,5.170014048420568997e+00
6.790000000000000000e+09,5.386602142704617791e+00
6.791000000000000000e+09,5.627915788020672494e+00
6.792000000000000000e+09,5.648549111604992845e+00
6.793000000000000000e+09,5.697334053796936360e+00
6.794000000000000000e+09,6.006578900012840450e+00
6.795000000000000000e+09,6.195880832970729557e+00
6.796000000000000000e+09,6.248561039305627673e+00
6.797000000000000000e+09,6.365063469842155541e+00
6.798000000000000000e+09,6.431308309015307145e+00
6.799000000000000000e+09,6.503120324987250456e+00
6.800000000000000000e+09,6.612197966348404066e+00
6.801000000000000000e+09,6.592494265168312495e+00
6.802000000000000000e+09,6.656087658573255794e+00
6.803000000000000000e+09,6.737515983537250008e+00
6.804000000000000000e+09,6.843382652033099589e+00
6.805000000000000000e+09,6.767521971808179160e+00
6.806000000000000000e+09,6.993223788991983270e+00
6.807000000000000000e+09,6.980371635357926152e+00
6.808000000000000000e+09,7.063916216488507871e+00
6.809000000000000000e+09,7.201677093829033538e+00
6.810000000000000000e+09,7.080592799262461767e+00
6.811000000000000000e+09,7.022115865999623452e+00
6.812000000000000000e+09,6.742665587873318600e+00
6.813000000000000000e+09,6.814127631099054838e+00
6.814000000000000000e+09,6.695829410307624130e+00
6.815000000000000000e+09,6.815320051542201440e+00
6.816000000000000000e+09,6.749314658362621344e+00
6.817000000000000000e+09,6.639607670383853133e+00
6.818000000000000000e+09,6.526613607602129719e+00
6.819000000000000000e+09,6.583420816498332329e+00
6.820000000000000000e+09,6.400961814549532392e+00
6.821000000000000000e+09,6.305850580082591250e+00
6.822000000000000000e+09,6.301460073093480219e+00
6.823000000000000000e+09,6.202355976650522962e+00
6.824000000000000000e+09,5.912553359170729550e+00
6.825000000000000000e+09,5.827333600786118950e+00
6.826000000000000000e+09,5.563451989763720462e+00
6.827000000000000000e+09,5.433152027997508071e+00
6.828000000000000000e+09,5.413383746649429895e+00
6.829000000000000000e+09,5.404527565792236032e+00
6.830000000000000000e+09,5.400466315060285183e+00
6.831000000000000000e+09,5.219077231203428369e+00
6.832000000000000000e+09,5.047157245755087729e+00
6.833000000000000000e+09,4.782060822617040685e+00
6.834000000000000000e+09,4.679974296245973164e+00
6.835000000000000000e+09,4.579413688822043582e+00
6.836000000000000000e+09,4.593462547043202449e+00
6.837000000000000000e+09,4.501422948950761338e+00
6.838000000000000000e+09,4.396378355762649903e+00
6.839000000000000000e+09,4.277808035997296088e+00
6.840000000000000000e+09,4.322520032950777136e+00
6.841000000000000000e+09,4.170945573940599616e+00
6.842000000000000000e+09,4.239705935628151678e+00
6.843000000000000000e+09,4.135275066859264825e+00
6.844000000000000000e+09,4.027336977067335511e+00
6.845000000000000000e+09,4.051923213220703701e+00
6.846000000000000000e+09,4.215212241498832668e+00
6.847000000000000000e+09,4.293352591754782566e+00
6.848000000000000000e+09,4.144901953030739605e+00
6.849000000000000000e+09,4.064470994497028755e+00
6.850000000000000000e+09,4.209755470380258657e+00
6.851000000000000000e+09,4.277186450547191043e+00
6.852000000000000000e+09,4.299166858046447715e+00
6.853000000000000000e+09,4.402789267294750175e+00
6.854000000000000000e+09,4.646538998743707793e+00
6.855000000000000000e+09,4.646496660977746274e+00
6.856000000000000000e+09,4.958904660039053169e+00
6.857000000000000000e+09,4.990988485367324756e+00
6.858000000000000000e+09,5.110996260771884181e+00
6.859000000000000000e+09,5.249793575616138241e+00
6.860000000000000000e+09,5.363301996883564016e+00
6.861000000000000000e+09,5.529685300069047571e+00
6.862000000000000000e+09,5.658736510806988917e+00
6.863000000000000000e+09,5.855109660075044076e+00
6.864000000000000000e+09,5.983281881148343473e+00
6.865000000000000000e+09,6.012511030684294155e+00
6.866000000000000000e+09,6.053108526921519683e+00
6.867000000000000000e+09,6.308897605674857800e+00
6.868000000000000000e+09,6.432924680125267969e+00
6.869000000000000000e+09,6.565908122579926953e+00
6.870000000000000000e+09,6.755072392800329339e+00
6.871000000000000000e+09,7.028583655223471283e+00
6.872000000000000000e+09,6.892444062693542151e+00
6.873000000000000000e+09,6.933335901121495226e+00
6.874000000000000000e+09,7.006273610774840677e+00
6.875000000000000000e+09,7.251853752243761164e+00
6.876000000000000000e+09,7.234767062446067598e+00
6.877000000000000000e+09,7.362011872428126935e+00
6.878000000000000000e+09,7.379670899893639557e+00
6.879000000000000000e+09,7.352417183768480413e+00
6.880000000000000000e+09,7.473364999411714393e+00
6.881000000000000000e+09,7.564261425282239770e+00
6.882000000000000000e+09,7.708887634566778502e+00
6.883000000000000000e+09,7.750313181584814970e+00
6.884000000000000000e+09,7.741551627295692128e+00
6.885000000000000000e+09,7.793785613327017359e+00
6.886000000000000000e+09,7.747689575720357880e+00
6.887000000000000000e+09,7.704201676672752797e+00
6.888000000000000000e+09,7.499065126535640502e+00
6.889000000000000000e+09,7.481423060325028018e+00
6.890000000000000000e+09,7.461178847651453339e+00
6.891000000000000000e+09,7.379863386086640276e+00
6.892000000000000000e+09,7.333354808954084092e+00
6.893000000000000000e+09,7.169611234952782297e+00
6.894000000000000000e+09,7.069202168322348712e+00
6.895000000000000000e+09,6.946177987970088452e+00
6.896000000000000000e+09,7.031995602247334887e+00
6.897000000000000000e+09,6.884291809473978674e+00
6.898000000000000000e+09,6.958288593902125285e+00
6.899000000000000000e+09,6.877086454750966027e+00
6.900000000000000000e+09,6.617362877484396222e+00
6.901000000000000000e+09,6.479788205106970622e+00
6.902000000000000000e+09,6.268644557454663868e+00
6.903000000000000000e+09,6.153107166634626424e+00
6.904000000000000000e+09,5.989725496432214413e+00
6.905000000000000000e+09,5.916618383770384071e+00
6.906000000000000000e+09,5.700837339178860930e+00
6.907000000000000000e+09,5.802076089181284146e+00
6.908000000000000000e+09,5.606537052496094020e+00
6.909000000000000000e+09,5.320154351639288848e+00
6.910000000000000000e+09,5.126886772321469721e+00
6.911000000000000000e+09,5.092705798066347711e+00
6.912000000000000000e+09,4.933749753256861936e+00
6.913000000000000000e+09,4.765797158979239612e+00
6.914000000000000000e+09,4.699667903898216537e+00
6.915000000000000000e+09,4.531991889736232793e+00
6.916000000000000000e+09,4.636857705087095383e+00
6.917000000000000000e+09,4.386489843622726426e+00
6.918000000000000000e+09,4.431617747861182011e+00
6.919000000000000000e+09,4.545187211874605282e+00
6.920000000000000000e+09,4.490042862836176596e+00
6.921000000000000000e+09,4.338427294464821671e+00
6.922000000000000000e+09,4.178256759301305578e+00
6.923000000000000000e+09,4.223477335152807655e+00
6.924000000000000000e+09,4.331640583093417263e+00
6.925000000000000000e+09,4.262554250400242495e+00
6.926000000000000000e+09,4.206115288379479011e+00
6.927000000000000000e+09,4.076926649314728479e+00
6.928000000000000000e+09,4.173986453923888007e+00
6.929000000000000000e+09,4.200211736598802759e+00
6.930000000000000000e+09,4.376787833172357978e+00
6.931000000000000000e+09,4.526894580561801718e+00
6.932000000000000000e+09,4.689254148543014367e+00
6.933000000000000000e+09,4.619315454737403570e+00
6.934000000000000000e+09,4.602438717508277932e+00
6.935000000000000000e+09,4.667705389435056418e+00
6.936000000000000000e+09,4.828332489895387880e+00
6.937000000000000000e+09,4.993486762079470509e+00
6.938000000000000000e+09,4.971331937299609649e+00
6.939000000000000000e+09,5.062151971395152827e+00
6.940000000000000000e+09,5.009952376476334734e+00
6.941000000000000000e+09,5.222736776805788850e+00
6.942000000000000000e+09,5.479596298192618065e+00
6.943000000000000000e+09,5.637836055312916983e+00
6.944000000000000000e+09,5.700959053623961381e+00
6.945000000000000000e+09,5.769214570551795873e+00
6.946000000000000000e+09,5.916578377121183507e+00
6.947000000000000000e+09,6.159914120820786820e+00
6.948000000000000000e+09,6.224327866310602531e+00
6.949000000000000000e+09,6.149065139896919163e+00
6.950000000000000000e+09,6.307974781510480966e+00
